[2024-07-11 21:41:02] Try to insert 706 codes
[2024-07-11 21:41:06] udpate price: 000020.KS, row: 3
[2024-07-27 12:26:14] udpate price: 066575.KS, row: 5
[2024-07-27 12:26:15] udpate price: 004840.KS, row: 5
[2024-07-27 12:26:16] udpate price: 377190.KS, row: 5
[2024-07-27 12:26:17] udpate price: 012450.KS, row: 5
[2024-07-27 12:26:18] udpate price: 058650.KS, row: 5
[2024-07-27 12:26:19] udpate price: 049800.KS, row: 5
[2024-07-27 12:26:19] udpate price: 000810.KS, row: 5
[2024-07-27 12:26:20] udpate price: 000860.KS, row: 5
[2024-07-27 12:26:21] udpate price: 005390.KS, row: 5
[2024-07-27 12:26:22] udpate price: 450080.KS, row: 5
[2024-07-27 12:26:23] udpate price: 015360.KS, row: 5
[2024-07-27 12:26:24] udpate price: 023810.KS, row: 5
[2024-07-27 12:26:25] udpate price: 003200.KS, row: 5
[2024-07-27 12:26:25] udpate price: 161390.KS, row: 5
[2024-07-27 12:26:26] udpate price: 109070.KS, row: 5
[2024-07-27 12:26:27] udpate price: 007160.KS, row: 5
[2024-07-27 12:26:28] udpate price: 004365.KS, row: 5
[2024-07-27 12:26:29] udpate price: 041650.KS, row: 5
[2024-07-27 12:26:30] udpate price: 007070.KS, row: 5
[2024-07-27 12:26:31] udpate price: 004150.KS, row: 5
[2024-07-27 12:26:31] udpate price: 163560.KS, row: 5
[2024-07-27 12:26:32] udpate price: 001340.KS, row: 5
[2024-07-27 12:26:33] udpate price: 267290.KS, row: 5
[2024-07-27 12:26:34] udpate price: 001250.KS, row: 5
[2024-07-27 12:26:35] udpate price: 161000.KS, row: 5
[2024-07-27 12:26:36] udpate price: 005030.KS, row: 5
[2024-07-27 12:26:36] udpate price: 200880.KS, row: 5
[2024-07-27 12:26:37] udpate price: 005850.KS, row: 5
[2024-07-27 12:26:38] udpate price: 005800.KS, row: 5
[2024-07-27 12:26:39] udpate price: 111770.KS, row: 5
[2024-07-27 12:26:40] udpate price: 226320.KS, row: 5
[2024-07-27 12:26:41] udpate price: 114090.KS, row: 5
[2024-07-27 12:26:42] udpate price: 091090.KS, row: 5
[2024-07-27 12:26:42] udpate price: 264900.KS, row: 5
[2024-07-27 12:26:43] udpate price: 002355.KS, row: 5
[2024-07-27 12:26:44] udpate price: 000590.KS, row: 5
[2024-07-27 12:26:45] udpate price: 094280.KS, row: 5
[2024-07-27 12:26:46] udpate price: 090460.KS, row: 5
[2024-07-27 12:26:47] udpate price: 001060.KS, row: 5
[2024-07-27 12:26:48] udpate price: 007610.KS, row: 5
[2024-07-27 12:26:49] udpate price: 017390.KS, row: 5
[2024-07-27 12:26:49] udpate price: 145995.KS, row: 5
[2024-07-27 12:26:50] udpate price: 006980.KS, row: 5
[2024-07-27 12:26:51] udpate price: 008770.KS, row: 5
[2024-07-27 12:26:52] udpate price: 105560.KS, row: 5
[2024-07-27 12:26:52] udpate price: 064960.KS, row: 5
[2024-07-27 12:26:53] udpate price: 067830.KS, row: 5
[2024-07-27 12:26:54] udpate price: 010780.KS, row: 5
[2024-07-27 12:26:55] udpate price: 005180.KS, row: 5
[2024-07-27 12:26:56] udpate price: 003080.KS, row: 5
[2024-07-27 12:26:57] udpate price: 003540.KS, row: 5
[2024-07-27 12:26:57] udpate price: 088980.KS, row: 5
[2024-07-27 12:26:58] udpate price: 300720.KS, row: 5
[2024-07-27 12:26:59] udpate price: 003470.KS, row: 5
[2024-07-27 12:27:00] udpate price: 058850.KS, row: 5
[2024-07-27 12:27:01] udpate price: 029780.KS, row: 5
[2024-07-27 12:27:01] udpate price: 145720.KS, row: 5
[2024-07-27 12:27:02] udpate price: 014580.KS, row: 5
[2024-07-27 12:27:03] udpate price: 009180.KS, row: 5
[2024-07-27 12:27:04] udpate price: 039570.KS, row: 5
[2024-07-27 12:27:04] udpate price: 204210.KS, row: 5
[2024-07-27 12:27:05] udpate price: 009970.KS, row: 5
[2024-07-27 12:27:06] udpate price: 072710.KS, row: 5
[2024-07-27 12:27:07] udpate price: 361610.KS, row: 5
[2024-07-27 12:27:08] udpate price: 016800.KS, row: 5
[2024-07-27 12:27:08] udpate price: 278470.KS, row: 5
[2024-07-27 12:27:09] udpate price: 017550.KS, row: 5
[2024-07-27 12:27:10] udpate price: 001750.KS, row: 5
[2024-07-27 12:27:11] udpate price: 001275.KS, row: 5
[2024-07-27 12:27:12] udpate price: 306200.KS, row: 5
[2024-07-27 12:27:13] udpate price: 084690.KS, row: 5
[2024-07-27 12:27:13] udpate price: 118000.KS, row: 5
[2024-07-27 12:27:14] udpate price: 002450.KS, row: 5
[2024-07-27 12:27:15] udpate price: 009680.KS, row: 5
[2024-07-27 12:27:16] udpate price: 210540.KS, row: 5
[2024-07-27 12:27:17] udpate price: 012280.KS, row: 5
[2024-07-27 12:27:18] udpate price: 036570.KS, row: 5
[2024-07-27 12:27:19] udpate price: 009540.KS, row: 5
[2024-07-27 12:27:19] udpate price: 006220.KS, row: 5
[2024-07-27 12:27:20] udpate price: 336370.KS, row: 5
[2024-07-27 12:27:21] udpate price: 005880.KS, row: 5
[2024-07-27 12:27:22] udpate price: 000240.KS, row: 5
[2024-07-27 12:27:23] udpate price: 005745.KS, row: 5
[2024-07-27 12:27:23] udpate price: 145270.KS, row: 5
[2024-07-27 12:27:24] udpate price: 227840.KS, row: 5
[2024-07-27 12:27:25] udpate price: 015230.KS, row: 5
[2024-07-27 12:27:26] udpate price: 378850.KS, row: 5
[2024-07-27 12:27:27] udpate price: 023150.KS, row: 5
[2024-07-27 12:27:28] udpate price: 006405.KS, row: 5
[2024-07-27 12:27:29] udpate price: 015590.KS, row: 5
[2024-07-27 12:27:29] udpate price: 000145.KS, row: 5
[2024-07-27 12:27:30] udpate price: 001420.KS, row: 5
[2024-07-27 12:27:31] udpate price: 002030.KS, row: 5
[2024-07-27 12:27:32] udpate price: 001530.KS, row: 5
[2024-07-27 12:27:33] udpate price: 035510.KS, row: 5
[2024-07-27 12:27:34] udpate price: 007590.KS, row: 5
[2024-07-27 12:27:34] udpate price: 001390.KS, row: 5
[2024-07-27 12:27:35] udpate price: 18064K.KS, row: 5
[2024-07-27 12:27:36] udpate price: 004710.KS, row: 5
[2024-07-27 12:27:37] udpate price: 019180.KS, row: 5
[2024-07-27 12:27:38] udpate price: 006345.KS, row: 5
[2024-07-27 12:27:38] udpate price: 009410.KS, row: 5
[2024-07-27 12:27:39] udpate price: 003555.KS, row: 5
[2024-07-27 12:27:40] udpate price: 395400.KS, row: 5
[2024-07-27 12:27:41] udpate price: 006805.KS, row: 5
[2024-07-27 12:27:42] udpate price: 004020.KS, row: 5
[2024-07-27 12:27:42] udpate price: 271560.KS, row: 5
[2024-07-27 12:27:43] udpate price: 139130.KS, row: 5
[2024-07-27 12:27:44] udpate price: 027740.KS, row: 5
[2024-07-27 12:27:45] udpate price: 039130.KS, row: 5
[2024-07-27 12:27:46] udpate price: 400760.KS, row: 5
[2024-07-27 12:27:47] udpate price: 001680.KS, row: 5
[2024-07-27 12:27:48] udpate price: 007700.KS, row: 5
[2024-07-27 12:27:49] udpate price: 044450.KS, row: 5
[2024-07-27 12:27:49] udpate price: 024090.KS, row: 5
[2024-07-27 12:27:50] udpate price: 071320.KS, row: 5
[2024-07-27 12:27:51] udpate price: 011155.KS, row: 5
[2024-07-27 12:27:52] udpate price: 007340.KS, row: 5
[2024-07-27 12:27:53] udpate price: 001800.KS, row: 5
[2024-07-27 12:27:54] udpate price: 003460.KS, row: 5
[2024-07-27 12:27:55] udpate price: 003465.KS, row: 5
[2024-07-27 12:27:56] udpate price: 145990.KS, row: 5
[2024-07-27 12:27:56] udpate price: 000390.KS, row: 5
[2024-07-27 12:27:57] udpate price: 000640.KS, row: 5
[2024-07-27 12:27:58] udpate price: 294870.KS, row: 5
[2024-07-27 12:27:59] udpate price: 009270.KS, row: 5
[2024-07-27 12:28:00] udpate price: 002600.KS, row: 5
[2024-07-27 12:28:01] udpate price: 037270.KS, row: 5
[2024-07-27 12:28:02] udpate price: 005945.KS, row: 5
[2024-07-27 12:28:02] udpate price: 000545.KS, row: 5
[2024-07-27 12:28:03] udpate price: 005010.KS, row: 5
[2024-07-27 12:28:04] udpate price: 000480.KS, row: 5
[2024-07-27 12:28:05] udpate price: 006890.KS, row: 5
[2024-07-27 12:28:06] udpate price: 030200.KS, row: 5
[2024-07-27 12:28:06] udpate price: 302440.KS, row: 5
[2024-07-27 12:28:07] udpate price: 003830.KS, row: 5
[2024-07-27 12:28:08] udpate price: 004380.KS, row: 5
[2024-07-27 12:28:09] udpate price: 009450.KS, row: 5
[2024-07-27 12:28:10] udpate price: 008775.KS, row: 5
[2024-07-27 12:28:11] udpate price: 272550.KS, row: 5
[2024-07-27 12:28:11] udpate price: 091810.KS, row: 5
[2024-07-27 12:28:12] udpate price: 004985.KS, row: 5
[2024-07-27 12:28:13] udpate price: 00104K.KS, row: 5
[2024-07-27 12:28:14] udpate price: 192400.KS, row: 5
[2024-07-27 12:28:15] udpate price: 373220.KS, row: 5
[2024-07-27 12:28:16] udpate price: 032560.KS, row: 5
[2024-07-27 12:28:16] udpate price: 016740.KS, row: 5
[2024-07-27 12:28:17] udpate price: 003535.KS, row: 5
[2024-07-27 12:28:18] udpate price: 357120.KS, row: 5
[2024-07-27 12:28:19] udpate price: 026960.KS, row: 5
[2024-07-27 12:28:20] udpate price: 096760.KS, row: 5
[2024-07-27 12:28:21] udpate price: 35320K.KS, row: 5
[2024-07-27 12:28:22] udpate price: 000370.KS, row: 5
[2024-07-27 12:28:22] udpate price: 000075.KS, row: 5
[2024-07-27 12:28:23] udpate price: 001430.KS, row: 5
[2024-07-27 12:28:24] udpate price: 014790.KS, row: 5
[2024-07-27 12:28:25] udpate price: 002760.KS, row: 5
[2024-07-27 12:28:26] udpate price: 025530.KS, row: 5
[2024-07-27 12:28:27] udpate price: 009155.KS, row: 5
[2024-07-27 12:28:28] udpate price: 023350.KS, row: 5
[2024-07-27 12:28:28] udpate price: 005740.KS, row: 5
[2024-07-27 12:28:29] udpate price: 001140.KS, row: 5
[2024-07-27 12:28:30] udpate price: 272210.KS, row: 5
[2024-07-27 12:28:31] udpate price: 001795.KS, row: 5
[2024-07-27 12:28:31] udpate price: 000490.KS, row: 5
[2024-07-27 12:28:32] udpate price: 007660.KS, row: 5
[2024-07-27 12:28:33] udpate price: 092440.KS, row: 5
[2024-07-27 12:28:34] udpate price: 357430.KS, row: 5
[2024-07-27 12:28:35] udpate price: 003475.KS, row: 5
[2024-07-27 12:28:36] udpate price: 079550.KS, row: 5
[2024-07-27 12:28:36] udpate price: 004080.KS, row: 5
[2024-07-27 12:28:37] udpate price: 000020.KS, row: 5
[2024-07-27 12:28:38] udpate price: 010770.KS, row: 5
[2024-07-27 12:28:39] udpate price: 108675.KS, row: 5
[2024-07-27 12:28:40] udpate price: 001065.KS, row: 5
[2024-07-27 12:28:41] udpate price: 004000.KS, row: 5
[2024-07-27 12:28:41] udpate price: 103590.KS, row: 5
[2024-07-27 12:28:42] udpate price: 096775.KS, row: 5
[2024-07-27 12:28:43] udpate price: 323410.KS, row: 5
[2024-07-27 12:28:44] udpate price: 013000.KS, row: 5
[2024-07-27 12:28:45] udpate price: 007980.KS, row: 5
[2024-07-27 12:28:46] udpate price: 089470.KS, row: 5
[2024-07-27 12:28:47] udpate price: 001780.KS, row: 5
[2024-07-27 12:28:47] udpate price: 234080.KS, row: 5
[2024-07-27 12:28:48] udpate price: 000320.KS, row: 5
[2024-07-27 12:28:49] udpate price: 002140.KS, row: 5
[2024-07-27 12:28:50] udpate price: 107590.KS, row: 5
[2024-07-27 12:28:51] udpate price: 006340.KS, row: 5
[2024-07-27 12:28:52] udpate price: 028260.KS, row: 5
[2024-07-27 12:28:53] udpate price: 032640.KS, row: 5
[2024-07-27 12:28:53] udpate price: 017370.KS, row: 5
[2024-07-27 12:28:54] udpate price: 015890.KS, row: 5
[2024-07-27 12:28:55] udpate price: 248070.KS, row: 5
[2024-07-27 12:28:56] udpate price: 025890.KS, row: 5
[2024-07-27 12:28:57] udpate price: 010955.KS, row: 5
[2024-07-27 12:28:57] udpate price: 081660.KS, row: 5
[2024-07-27 12:28:58] udpate price: 007280.KS, row: 5
[2024-07-27 12:28:59] udpate price: 136490.KS, row: 5
[2024-07-27 12:29:00] udpate price: 025540.KS, row: 5
[2024-07-27 12:29:01] udpate price: 010950.KS, row: 5
[2024-07-27 12:29:02] udpate price: 244920.KS, row: 5
[2024-07-27 12:29:02] udpate price: 005610.KS, row: 5
[2024-07-27 12:29:03] udpate price: 084695.KS, row: 5
[2024-07-27 12:29:04] udpate price: 128940.KS, row: 5
[2024-07-27 12:29:05] udpate price: 005500.KS, row: 5
[2024-07-27 12:29:06] udpate price: 280360.KS, row: 5
[2024-07-27 12:29:07] udpate price: 017040.KS, row: 5
[2024-07-27 12:29:08] udpate price: 001080.KS, row: 5
[2024-07-27 12:29:08] udpate price: 033270.KS, row: 5
[2024-07-27 12:29:09] udpate price: 334890.KS, row: 5
[2024-07-27 12:29:10] udpate price: 383800.KS, row: 5
[2024-07-27 12:29:11] udpate price: 002700.KS, row: 5
[2024-07-27 12:29:12] udpate price: 089590.KS, row: 5
[2024-07-27 12:29:13] udpate price: 001465.KS, row: 5
[2024-07-27 12:29:14] udpate price: 028100.KS, row: 5
[2024-07-27 12:29:14] udpate price: 058430.KS, row: 5
[2024-07-27 12:29:15] udpate price: 004255.KS, row: 5
[2024-07-27 12:29:16] udpate price: 055490.KS, row: 5
[2024-07-27 12:29:17] udpate price: 013580.KS, row: 5
[2024-07-27 12:29:18] udpate price: 140910.KS, row: 5
[2024-07-27 12:29:18] udpate price: 008110.KS, row: 5
[2024-07-27 12:29:19] udpate price: 035420.KS, row: 5
[2024-07-27 12:29:20] udpate price: 002350.KS, row: 5
[2024-07-27 12:29:21] udpate price: 023590.KS, row: 5
[2024-07-27 12:29:22] udpate price: 010060.KS, row: 5
[2024-07-27 12:29:23] udpate price: 075180.KS, row: 5
[2024-07-27 12:29:24] udpate price: 214420.KS, row: 5
[2024-07-27 12:29:24] udpate price: 192080.KS, row: 5
[2024-07-27 12:29:25] udpate price: 004415.KS, row: 5
[2024-07-27 12:29:26] udpate price: 021050.KS, row: 5
[2024-07-27 12:29:27] udpate price: 092790.KS, row: 5
[2024-07-27 12:29:28] udpate price: 45014K.KS, row: 5
[2024-07-27 12:29:29] udpate price: 213500.KS, row: 5
[2024-07-27 12:29:29] udpate price: 375500.KS, row: 5
[2024-07-27 12:29:30] udpate price: 012750.KS, row: 5
[2024-07-27 12:29:31] udpate price: 090355.KS, row: 5
[2024-07-27 12:29:32] udpate price: 030610.KS, row: 5
[2024-07-27 12:29:33] udpate price: 005940.KS, row: 5
[2024-07-27 12:29:33] udpate price: 000100.KS, row: 5
[2024-07-27 12:29:34] udpate price: 051910.KS, row: 5
[2024-07-27 12:29:35] udpate price: 017900.KS, row: 5
[2024-07-27 12:29:36] udpate price: 006400.KS, row: 5
[2024-07-27 12:29:37] udpate price: 004690.KS, row: 5
[2024-07-27 12:29:38] udpate price: 005389.KS, row: 5
[2024-07-27 12:29:38] udpate price: 013570.KS, row: 5
[2024-07-27 12:29:39] udpate price: 105630.KS, row: 5
[2024-07-27 12:29:40] udpate price: 042660.KS, row: 5
[2024-07-27 12:29:41] udpate price: 017810.KS, row: 5
[2024-07-27 12:29:42] udpate price: 26490K.KS, row: 5
[2024-07-27 12:29:43] udpate price: 004830.KS, row: 5
[2024-07-27 12:29:43] udpate price: 092230.KS, row: 5
[2024-07-27 12:29:44] udpate price: 120115.KS, row: 5
[2024-07-27 12:29:45] udpate price: 267270.KS, row: 5
[2024-07-27 12:29:46] udpate price: 088350.KS, row: 5
[2024-07-27 12:29:47] udpate price: 33637L.KS, row: 5
[2024-07-27 12:29:47] udpate price: 005720.KS, row: 5
[2024-07-27 12:29:48] udpate price: 026940.KS, row: 5
[2024-07-27 12:29:49] udpate price: 002780.KS, row: 5
[2024-07-27 12:29:50] udpate price: 129260.KS, row: 5
[2024-07-27 12:29:51] udpate price: 069620.KS, row: 5
[2024-07-27 12:29:52] udpate price: 014280.KS, row: 5
[2024-07-27 12:29:53] udpate price: 001740.KS, row: 5
[2024-07-27 12:29:53] udpate price: 000140.KS, row: 5
[2024-07-27 12:29:54] udpate price: 004360.KS, row: 5
[2024-07-27 12:29:55] udpate price: 001270.KS, row: 5
[2024-07-27 12:29:56] udpate price: 016360.KS, row: 5
[2024-07-27 12:29:57] udpate price: 021820.KS, row: 5
[2024-07-27 12:29:58] udpate price: 383220.KS, row: 5
[2024-07-27 12:29:59] udpate price: 077970.KS, row: 5
[2024-07-27 12:29:59] udpate price: 009440.KS, row: 5
[2024-07-27 12:30:00] udpate price: 007210.KS, row: 5
[2024-07-27 12:30:01] udpate price: 034590.KS, row: 5
[2024-07-27 12:30:02] udpate price: 020000.KS, row: 5
[2024-07-27 12:30:03] udpate price: 001790.KS, row: 5
[2024-07-27 12:30:03] udpate price: 338100.KS, row: 5
[2024-07-27 12:30:04] udpate price: 001527.KS, row: 5
[2024-07-27 12:30:05] udpate price: 016380.KS, row: 5
[2024-07-27 12:30:06] udpate price: 005725.KS, row: 5
[2024-07-27 12:30:07] udpate price: 004960.KS, row: 5
[2024-07-27 12:30:08] udpate price: 090350.KS, row: 5
[2024-07-27 12:30:08] udpate price: 00680K.KS, row: 5
[2024-07-27 12:30:09] udpate price: 481850.KS, row: 5
[2024-07-27 12:30:10] udpate price: 285130.KS, row: 5
[2024-07-27 12:30:11] udpate price: 003560.KS, row: 5
[2024-07-27 12:30:12] udpate price: 014825.KS, row: 5
[2024-07-27 12:30:12] udpate price: 008970.KS, row: 5
[2024-07-27 12:30:13] udpate price: 004140.KS, row: 5
[2024-07-27 12:30:14] udpate price: 047040.KS, row: 5
[2024-07-27 12:30:15] udpate price: 002790.KS, row: 5
[2024-07-27 12:30:16] udpate price: 006110.KS, row: 5
[2024-07-27 12:30:16] udpate price: 450140.KS, row: 5
[2024-07-27 12:30:17] udpate price: 058730.KS, row: 5
[2024-07-27 12:30:18] udpate price: 002100.KS, row: 5
[2024-07-27 12:30:19] udpate price: 068290.KS, row: 5
[2024-07-27 12:30:20] udpate price: 058860.KS, row: 5
[2024-07-27 12:30:21] udpate price: 005385.KS, row: 5
[2024-07-27 12:30:22] udpate price: 012170.KS, row: 5
[2024-07-27 12:30:23] udpate price: 002170.KS, row: 5
[2024-07-27 12:30:23] udpate price: 001450.KS, row: 5
[2024-07-27 12:30:24] udpate price: 002460.KS, row: 5
[2024-07-27 12:30:25] udpate price: 001560.KS, row: 5
[2024-07-27 12:30:26] udpate price: 033920.KS, row: 5
[2024-07-27 12:30:27] udpate price: 002810.KS, row: 5
[2024-07-27 12:30:27] udpate price: 298020.KS, row: 5
[2024-07-27 12:30:28] udpate price: 000120.KS, row: 5
[2024-07-27 12:30:29] udpate price: 068270.KS, row: 5
[2024-07-27 12:30:30] udpate price: 000815.KS, row: 5
[2024-07-27 12:30:31] udpate price: 010120.KS, row: 5
[2024-07-27 12:30:32] udpate price: 008060.KS, row: 5
[2024-07-27 12:30:33] udpate price: 460850.KS, row: 5
[2024-07-27 12:30:34] udpate price: 307950.KS, row: 5
[2024-07-27 12:30:34] udpate price: 002320.KS, row: 5
[2024-07-27 12:30:35] udpate price: 022100.KS, row: 5
[2024-07-27 12:30:36] udpate price: 443060.KS, row: 5
[2024-07-27 12:30:37] udpate price: 001525.KS, row: 5
[2024-07-27 12:30:38] udpate price: 093230.KS, row: 5
[2024-07-27 12:30:39] udpate price: 002240.KS, row: 5
[2024-07-27 12:30:39] udpate price: 003010.KS, row: 5
[2024-07-27 12:30:40] udpate price: 094800.KS, row: 5
[2024-07-27 12:30:41] udpate price: 122900.KS, row: 5
[2024-07-27 12:30:42] udpate price: 446070.KS, row: 5
[2024-07-27 12:30:43] udpate price: 047810.KS, row: 5
[2024-07-27 12:30:44] udpate price: 008930.KS, row: 5
[2024-07-27 12:30:45] udpate price: 035000.KS, row: 5
[2024-07-27 12:30:46] udpate price: 034310.KS, row: 5
[2024-07-27 12:30:46] udpate price: 018250.KS, row: 5
[2024-07-27 12:30:47] udpate price: 272450.KS, row: 5
[2024-07-27 12:30:48] udpate price: 013520.KS, row: 5
[2024-07-27 12:30:49] udpate price: 005430.KS, row: 5
[2024-07-27 12:30:50] udpate price: 002960.KS, row: 5
[2024-07-27 12:30:51] udpate price: 104700.KS, row: 5
[2024-07-27 12:30:52] udpate price: 267250.KS, row: 5
[2024-07-27 12:30:52] udpate price: 097950.KS, row: 5
[2024-07-27 12:30:53] udpate price: 134380.KS, row: 5
[2024-07-27 12:30:54] udpate price: 016710.KS, row: 5
[2024-07-27 12:30:55] udpate price: 003160.KS, row: 5
[2024-07-27 12:30:56] udpate price: 090080.KS, row: 5
[2024-07-27 12:30:57] udpate price: 034120.KS, row: 5
[2024-07-27 12:30:58] udpate price: 018470.KS, row: 5
[2024-07-27 12:30:58] udpate price: 051600.KS, row: 5
[2024-07-27 12:30:59] udpate price: 011780.KS, row: 5
[2024-07-27 12:31:00] udpate price: 102280.KS, row: 5
[2024-07-27 12:31:01] udpate price: 138040.KS, row: 5
[2024-07-27 12:31:02] udpate price: 013870.KS, row: 5
[2024-07-27 12:31:03] udpate price: 009320.KS, row: 5
[2024-07-27 12:31:03] udpate price: 001200.KS, row: 5
[2024-07-27 12:31:04] udpate price: 207940.KS, row: 5
[2024-07-27 12:31:05] udpate price: 035250.KS, row: 5
[2024-07-27 12:31:06] udpate price: 168490.KS, row: 5
[2024-07-27 12:31:07] udpate price: 029530.KS, row: 5
[2024-07-27 12:31:08] udpate price: 004700.KS, row: 5
[2024-07-27 12:31:09] udpate price: 009470.KS, row: 5
[2024-07-27 12:31:10] udpate price: 018260.KS, row: 5
[2024-07-27 12:31:10] udpate price: 012630.KS, row: 5
[2024-07-27 12:31:11] udpate price: 161890.KS, row: 5
[2024-07-27 12:31:12] udpate price: 016590.KS, row: 5
[2024-07-27 12:31:13] udpate price: 001620.KS, row: 5
[2024-07-27 12:31:14] udpate price: 051905.KS, row: 5
[2024-07-27 12:31:15] udpate price: 456040.KS, row: 5
[2024-07-27 12:31:16] udpate price: 348950.KS, row: 5
[2024-07-27 12:31:16] udpate price: 006040.KS, row: 5
[2024-07-27 12:31:17] udpate price: 000700.KS, row: 5
[2024-07-27 12:31:18] udpate price: 051915.KS, row: 5
[2024-07-27 12:31:19] udpate price: 023450.KS, row: 5
[2024-07-27 12:31:20] udpate price: 002710.KS, row: 5
[2024-07-27 12:31:21] udpate price: 002380.KS, row: 5
[2024-07-27 12:31:22] udpate price: 006800.KS, row: 5
[2024-07-27 12:31:23] udpate price: 034020.KS, row: 5
[2024-07-27 12:31:24] udpate price: 183190.KS, row: 5
[2024-07-27 12:31:25] udpate price: 003030.KS, row: 5
[2024-07-27 12:31:26] udpate price: 009070.KS, row: 5
[2024-07-27 12:31:26] udpate price: 004370.KS, row: 5
[2024-07-27 12:31:27] udpate price: 017940.KS, row: 5
[2024-07-27 12:31:28] udpate price: 008730.KS, row: 5
[2024-07-27 12:31:29] udpate price: 077500.KS, row: 5
[2024-07-27 12:31:30] udpate price: 465770.KS, row: 5
[2024-07-27 12:31:31] udpate price: 000087.KS, row: 5
[2024-07-27 12:31:32] udpate price: 001440.KS, row: 5
[2024-07-27 12:31:32] udpate price: 090430.KS, row: 5
[2024-07-27 12:31:33] udpate price: 134790.KS, row: 5
[2024-07-27 12:31:34] udpate price: 281820.KS, row: 5
[2024-07-27 12:31:35] udpate price: 005305.KS, row: 5
[2024-07-27 12:31:36] udpate price: 011330.KS, row: 5
[2024-07-27 12:31:37] udpate price: 009240.KS, row: 5
[2024-07-27 12:31:37] udpate price: 009770.KS, row: 5
[2024-07-27 12:31:38] udpate price: 006840.KS, row: 5
[2024-07-27 12:31:39] udpate price: 071970.KS, row: 5
[2024-07-27 12:31:40] udpate price: 404990.KS, row: 5
[2024-07-27 12:31:41] udpate price: 241560.KS, row: 5
[2024-07-27 12:31:42] udpate price: 013360.KS, row: 5
[2024-07-27 12:31:43] udpate price: 138930.KS, row: 5
[2024-07-27 12:31:44] udpate price: 111110.KS, row: 5
[2024-07-27 12:31:44] udpate price: 008040.KS, row: 5
[2024-07-27 12:31:45] udpate price: 033530.KS, row: 5
[2024-07-27 12:31:46] udpate price: 030000.KS, row: 5
[2024-07-27 12:31:47] udpate price: 123700.KS, row: 5
[2024-07-27 12:31:48] udpate price: 003670.KS, row: 5
[2024-07-27 12:31:49] udpate price: 004250.KS, row: 5
[2024-07-27 12:31:49] udpate price: 000430.KS, row: 5
[2024-07-27 12:31:50] udpate price: 002210.KS, row: 5
[2024-07-27 12:31:51] udpate price: 009290.KS, row: 5
[2024-07-27 12:31:52] udpate price: 102460.KS, row: 5
[2024-07-27 12:31:53] udpate price: 001230.KS, row: 5
[2024-07-27 12:31:54] udpate price: 344820.KS, row: 5
[2024-07-27 12:31:55] udpate price: 004800.KS, row: 5
[2024-07-27 12:31:56] udpate price: 195870.KS, row: 5
[2024-07-27 12:31:57] udpate price: 185750.KS, row: 5
[2024-07-27 12:31:57] udpate price: 078000.KS, row: 5
[2024-07-27 12:31:58] udpate price: 37550L.KS, row: 5
[2024-07-27 12:31:59] udpate price: 194370.KS, row: 5
[2024-07-27 12:32:00] udpate price: 002795.KS, row: 5
[2024-07-27 12:32:01] udpate price: 001380.KS, row: 5
[2024-07-27 12:32:02] udpate price: 192650.KS, row: 5
[2024-07-27 12:32:03] udpate price: 028050.KS, row: 5
[2024-07-27 12:32:04] udpate price: 000105.KS, row: 5
[2024-07-27 12:32:04] udpate price: 051900.KS, row: 5
[2024-07-27 12:32:05] udpate price: 019440.KS, row: 5
[2024-07-27 12:32:06] udpate price: 003550.KS, row: 5
[2024-07-27 12:32:07] udpate price: 017670.KS, row: 5
[2024-07-27 12:32:08] udpate price: 006125.KS, row: 5
[2024-07-27 12:32:09] udpate price: 357250.KS, row: 5
[2024-07-27 12:32:10] udpate price: 100250.KS, row: 5
[2024-07-27 12:32:11] udpate price: 007110.KS, row: 5
[2024-07-27 12:32:11] udpate price: 123890.KS, row: 5
[2024-07-27 12:32:12] udpate price: 095570.KS, row: 5
[2024-07-27 12:32:13] udpate price: 060980.KS, row: 5
[2024-07-27 12:32:14] udpate price: 267260.KS, row: 5
[2024-07-27 12:32:15] udpate price: 353200.KS, row: 5
[2024-07-27 12:32:16] udpate price: 003220.KS, row: 5
[2024-07-27 12:32:17] udpate price: 028670.KS, row: 5
[2024-07-27 12:32:17] udpate price: 111380.KS, row: 5
[2024-07-27 12:32:18] udpate price: 005387.KS, row: 5
[2024-07-27 12:32:19] udpate price: 007540.KS, row: 5
[2024-07-27 12:32:20] udpate price: 214390.KS, row: 5
[2024-07-27 12:32:21] udpate price: 023530.KS, row: 5
[2024-07-27 12:32:22] udpate price: 011760.KS, row: 5
[2024-07-27 12:32:23] udpate price: 033780.KS, row: 5
[2024-07-27 12:32:24] udpate price: 016450.KS, row: 5
[2024-07-27 12:32:25] udpate price: 108670.KS, row: 5
[2024-07-27 12:32:25] udpate price: 012690.KS, row: 5
[2024-07-27 12:32:26] udpate price: 178920.KS, row: 5
[2024-07-27 12:32:27] udpate price: 000990.KS, row: 5
[2024-07-27 12:32:28] udpate price: 005680.KS, row: 5
[2024-07-27 12:32:29] udpate price: 001260.KS, row: 5
[2024-07-27 12:32:29] udpate price: 097520.KS, row: 5
[2024-07-27 12:32:30] udpate price: 350520.KS, row: 5
[2024-07-27 12:32:31] udpate price: 071055.KS, row: 5
[2024-07-27 12:32:32] udpate price: 093050.KS, row: 5
[2024-07-27 12:32:33] udpate price: 064350.KS, row: 5
