[2024-07-11 21:41:02] Try to insert 1309 codes
[2024-07-11 21:41:06] udpate price: 900340.KQ, row: 3
[2024-07-27 12:33:00] udpate price: 093520.KQ, row: 5
[2024-07-27 12:33:01] udpate price: 464440.KQ, row: 5
[2024-07-27 12:33:02] udpate price: 066700.KQ, row: 5
[2024-07-27 12:33:03] udpate price: 218150.KQ, row: 5
[2024-07-27 12:33:03] udpate price: 069080.KQ, row: 5
[2024-07-27 12:33:04] udpate price: 206640.KQ, row: 5
[2024-07-27 12:33:05] udpate price: 122310.KQ, row: 5
[2024-07-27 12:33:06] udpate price: 454750.KQ, row: 5
[2024-07-27 12:33:07] udpate price: 089850.KQ, row: 5
[2024-07-27 12:33:08] udpate price: 044060.KQ, row: 5
[2024-07-27 12:33:09] udpate price: 457550.KQ, row: 5
[2024-07-27 12:33:10] udpate price: 090710.KQ, row: 5
[2024-07-27 12:33:11] udpate price: 067630.KQ, row: 5
[2024-07-27 12:33:11] udpate price: 050960.KQ, row: 5
[2024-07-27 12:33:12] udpate price: 041910.KQ, row: 5
[2024-07-27 12:33:13] udpate price: 066910.KQ, row: 5
[2024-07-27 12:33:14] udpate price: 340440.KQ, row: 5
[2024-07-27 12:33:15] udpate price: 090850.KQ, row: 5
[2024-07-27 12:33:16] udpate price: 472230.KQ, row: 5
[2024-07-27 12:33:17] udpate price: 052020.KQ, row: 5
[2024-07-27 12:33:18] udpate price: 123840.KQ, row: 5
[2024-07-27 12:33:18] udpate price: 357780.KQ, row: 5
[2024-07-27 12:33:19] udpate price: 347850.KQ, row: 5
[2024-07-27 12:33:20] udpate price: 293780.KQ, row: 5
[2024-07-27 12:33:21] udpate price: 082210.KQ, row: 5
[2024-07-27 12:33:22] udpate price: 335890.KQ, row: 5
[2024-07-27 12:33:23] udpate price: 351330.KQ, row: 5
[2024-07-27 12:33:24] udpate price: 044780.KQ, row: 5
[2024-07-27 12:33:25] udpate price: 235980.KQ, row: 5
[2024-07-27 12:33:25] udpate price: 057680.KQ, row: 5
[2024-07-27 12:33:26] udpate price: 476470.KQ, row: 5
[2024-07-27 12:33:27] udpate price: 092300.KQ, row: 5
[2024-07-27 12:33:28] udpate price: 089010.KQ, row: 5
[2024-07-27 12:33:29] udpate price: 318000.KQ, row: 5
[2024-07-27 12:33:30] udpate price: 137950.KQ, row: 5
[2024-07-27 12:33:31] udpate price: 391710.KQ, row: 5
[2024-07-27 12:33:32] udpate price: 474930.KQ, row: 5
[2024-07-27 12:33:33] udpate price: 190650.KQ, row: 5
[2024-07-27 12:33:33] udpate price: 137400.KQ, row: 5
[2024-07-27 12:33:35] udpate price: 058610.KQ, row: 5
[2024-07-27 12:33:35] udpate price: 052400.KQ, row: 5
[2024-07-27 12:33:36] udpate price: 029960.KQ, row: 5
[2024-07-27 12:33:37] udpate price: 314140.KQ, row: 5
[2024-07-27 12:33:38] udpate price: 040350.KQ, row: 5
[2024-07-27 12:33:39] udpate price: 032620.KQ, row: 5
[2024-07-27 12:33:40] udpate price: 023770.KQ, row: 5
[2024-07-27 12:33:41] udpate price: 417790.KQ, row: 5
[2024-07-27 12:33:42] udpate price: 091440.KQ, row: 5
[2024-07-27 12:33:42] udpate price: 224110.KQ, row: 5
[2024-07-27 12:33:43] udpate price: 020180.KQ, row: 5
[2024-07-27 12:33:44] udpate price: 039290.KQ, row: 5
[2024-07-27 12:33:45] udpate price: 412540.KQ, row: 5
[2024-07-27 12:33:46] udpate price: 457940.KQ, row: 5
[2024-07-27 12:33:47] udpate price: 090470.KQ, row: 5
[2024-07-27 12:33:48] udpate price: 430460.KQ, row: 5
[2024-07-27 12:33:49] udpate price: 048830.KQ, row: 5
[2024-07-27 12:33:50] udpate price: 457390.KQ, row: 5
[2024-07-27 12:33:50] udpate price: 289080.KQ, row: 5
[2024-07-27 12:33:51] udpate price: 462020.KQ, row: 5
[2024-07-27 12:33:52] udpate price: 365340.KQ, row: 5
[2024-07-27 12:33:53] udpate price: 303360.KQ, row: 5
[2024-07-27 12:33:54] udpate price: 064090.KQ, row: 5
[2024-07-27 12:33:55] udpate price: 084370.KQ, row: 5
[2024-07-27 12:33:56] udpate price: 394280.KQ, row: 5
[2024-07-27 12:33:57] udpate price: 269620.KQ, row: 5
[2024-07-27 12:33:58] udpate price: 226330.KQ, row: 5
[2024-07-27 12:33:59] udpate price: 054930.KQ, row: 5
[2024-07-27 12:34:00] udpate price: 019210.KQ, row: 5
[2024-07-27 12:34:00] udpate price: 221800.KQ, row: 5
[2024-07-27 12:34:01] udpate price: 270660.KQ, row: 5
[2024-07-27 12:34:02] udpate price: 010280.KQ, row: 5
[2024-07-27 12:34:03] udpate price: 900280.KQ, row: 5
[2024-07-27 12:34:04] udpate price: 093380.KQ, row: 5
[2024-07-27 12:34:05] udpate price: 024800.KQ, row: 5
[2024-07-27 12:34:05] udpate price: 366030.KQ, row: 5
[2024-07-27 12:34:06] udpate price: 038290.KQ, row: 5
[2024-07-27 12:34:07] udpate price: 008370.KQ, row: 5
[2024-07-27 12:34:08] udpate price: 452200.KQ, row: 5
[2024-07-27 12:34:09] udpate price: 073010.KQ, row: 5
[2024-07-27 12:34:10] udpate price: 455310.KQ, row: 5
[2024-07-27 12:34:11] udpate price: 086890.KQ, row: 5
[2024-07-27 12:34:12] udpate price: 160980.KQ, row: 5
[2024-07-27 12:34:13] udpate price: 396470.KQ, row: 5
[2024-07-27 12:34:14] udpate price: 450940.KQ, row: 5
[2024-07-27 12:34:15] udpate price: 137940.KQ, row: 5
[2024-07-27 12:34:16] udpate price: 036030.KQ, row: 5
[2024-07-27 12:34:16] udpate price: 211050.KQ, row: 5
[2024-07-27 12:34:17] udpate price: 017000.KQ, row: 5
[2024-07-27 12:34:18] udpate price: 016100.KQ, row: 5
[2024-07-27 12:34:19] udpate price: 112040.KQ, row: 5
[2024-07-27 12:34:20] udpate price: 138070.KQ, row: 5
[2024-07-27 12:34:21] udpate price: 059120.KQ, row: 5
[2024-07-27 12:34:22] udpate price: 408900.KQ, row: 5
[2024-07-27 12:34:23] udpate price: 128660.KQ, row: 5
[2024-07-27 12:34:23] udpate price: 456490.KQ, row: 5
[2024-07-27 12:34:24] udpate price: 311320.KQ, row: 5
[2024-07-27 12:34:25] udpate price: 052670.KQ, row: 5
[2024-07-27 12:34:26] udpate price: 086670.KQ, row: 5
[2024-07-27 12:34:27] udpate price: 189980.KQ, row: 5
[2024-07-27 12:34:28] udpate price: 214180.KQ, row: 5
[2024-07-27 12:34:29] udpate price: 052460.KQ, row: 5
[2024-07-27 12:34:30] udpate price: 336060.KQ, row: 5
[2024-07-27 12:34:31] udpate price: 323350.KQ, row: 5
[2024-07-27 12:34:31] udpate price: 056190.KQ, row: 5
[2024-07-27 12:34:32] udpate price: 109080.KQ, row: 5
[2024-07-27 12:34:33] udpate price: 112290.KQ, row: 5
[2024-07-27 12:34:34] udpate price: 133750.KQ, row: 5
[2024-07-27 12:34:35] udpate price: 389140.KQ, row: 5
[2024-07-27 12:34:36] udpate price: 108380.KQ, row: 5
[2024-07-27 12:34:37] udpate price: 078600.KQ, row: 5
[2024-07-27 12:34:38] udpate price: 403490.KQ, row: 5
[2024-07-27 12:34:39] udpate price: 099190.KQ, row: 5
[2024-07-27 12:34:40] udpate price: 016670.KQ, row: 5
[2024-07-27 12:34:41] udpate price: 277070.KQ, row: 5
[2024-07-27 12:34:42] udpate price: 241710.KQ, row: 5
[2024-07-27 12:34:42] udpate price: 177830.KQ, row: 5
[2024-07-27 12:34:43] udpate price: 072770.KQ, row: 5
[2024-07-27 12:34:44] udpate price: 205100.KQ, row: 5
[2024-07-27 12:34:45] udpate price: 356890.KQ, row: 5
[2024-07-27 12:34:46] udpate price: 318410.KQ, row: 5
[2024-07-27 12:34:47] udpate price: 004590.KQ, row: 5
[2024-07-27 12:34:48] udpate price: 098120.KQ, row: 5
[2024-07-27 12:34:49] udpate price: 205470.KQ, row: 5
[2024-07-27 12:34:50] udpate price: 065530.KQ, row: 5
[2024-07-27 12:34:51] udpate price: 065510.KQ, row: 5
[2024-07-27 12:34:51] udpate price: 332370.KQ, row: 5
[2024-07-27 12:34:52] udpate price: 027580.KQ, row: 5
[2024-07-27 12:34:53] udpate price: 413600.KQ, row: 0
[2024-07-27 12:34:54] udpate price: 376930.KQ, row: 5
[2024-07-27 12:34:55] udpate price: 085670.KQ, row: 5
[2024-07-27 12:34:56] udpate price: 139670.KQ, row: 5
[2024-07-27 12:34:57] udpate price: 294570.KQ, row: 5
[2024-07-27 12:34:57] udpate price: 036930.KQ, row: 5
[2024-07-27 12:34:58] udpate price: 006620.KQ, row: 5
[2024-07-27 12:34:59] udpate price: 121600.KQ, row: 5
[2024-07-27 12:35:00] udpate price: 448830.KQ, row: 5
[2024-07-27 12:35:01] udpate price: 050860.KQ, row: 5
[2024-07-27 12:35:02] udpate price: 149980.KQ, row: 5
[2024-07-27 12:35:03] udpate price: 440110.KQ, row: 5
[2024-07-27 12:35:04] udpate price: 038870.KQ, row: 5
[2024-07-27 12:35:04] udpate price: 455250.KQ, row: 0
[2024-07-27 12:35:05] udpate price: 083650.KQ, row: 5
[2024-07-27 12:35:06] udpate price: 033100.KQ, row: 5
[2024-07-27 12:35:07] udpate price: 352700.KQ, row: 5
[2024-07-27 12:35:08] udpate price: 453860.KQ, row: 5
[2024-07-27 12:35:09] udpate price: 041510.KQ, row: 5
[2024-07-27 12:35:10] udpate price: 461030.KQ, row: 5
[2024-07-27 12:35:11] udpate price: 084110.KQ, row: 5
[2024-07-27 12:35:12] udpate price: 331520.KQ, row: 5
[2024-07-27 12:35:13] udpate price: 950110.KQ, row: 5
[2024-07-27 12:35:14] udpate price: 110790.KQ, row: 5
[2024-07-27 12:35:15] udpate price: 069920.KQ, row: 5
[2024-07-27 12:35:16] udpate price: 105330.KQ, row: 5
[2024-07-27 12:35:17] udpate price: 049550.KQ, row: 5
[2024-07-27 12:35:17] udpate price: 265560.KQ, row: 5
[2024-07-27 12:35:18] udpate price: 263020.KQ, row: 5
[2024-07-27 12:35:19] udpate price: 035810.KQ, row: 5
[2024-07-27 12:35:20] udpate price: 051500.KQ, row: 5
[2024-07-27 12:35:21] udpate price: 237880.KQ, row: 5
[2024-07-27 12:35:22] udpate price: 382480.KQ, row: 5
[2024-07-27 12:35:23] udpate price: 450330.KQ, row: 5
[2024-07-27 12:35:24] udpate price: 097870.KQ, row: 5
[2024-07-27 12:35:24] udpate price: 088390.KQ, row: 5
[2024-07-27 12:35:25] udpate price: 083790.KQ, row: 5
[2024-07-27 12:35:26] udpate price: 013120.KQ, row: 5
[2024-07-27 12:35:27] udpate price: 043650.KQ, row: 5
[2024-07-27 12:35:28] udpate price: 091700.KQ, row: 5
[2024-07-27 12:35:29] udpate price: 263920.KQ, row: 5
[2024-07-27 12:35:30] udpate price: 424760.KQ, row: 5
[2024-07-27 12:35:31] udpate price: 023900.KQ, row: 5
[2024-07-27 12:35:32] udpate price: 082850.KQ, row: 5
[2024-07-27 12:35:33] udpate price: 075130.KQ, row: 5
[2024-07-27 12:35:34] udpate price: 031510.KQ, row: 5
[2024-07-27 12:35:35] udpate price: 118990.KQ, row: 5
[2024-07-27 12:35:35] udpate price: 143240.KQ, row: 5
[2024-07-27 12:35:36] udpate price: 037230.KQ, row: 5
[2024-07-27 12:35:37] udpate price: 215360.KQ, row: 5
[2024-07-27 12:35:38] udpate price: 045660.KQ, row: 5
[2024-07-27 12:35:39] udpate price: 037460.KQ, row: 5
[2024-07-27 12:35:40] udpate price: 063080.KQ, row: 5
[2024-07-27 12:35:41] udpate price: 002290.KQ, row: 5
[2024-07-27 12:35:42] udpate price: 067290.KQ, row: 5
[2024-07-27 12:35:43] udpate price: 458610.KQ, row: 5
[2024-07-27 12:35:44] udpate price: 065150.KQ, row: 5
[2024-07-27 12:35:45] udpate price: 472850.KQ, row: 5
[2024-07-27 12:35:46] udpate price: 214430.KQ, row: 5
[2024-07-27 12:35:47] udpate price: 061250.KQ, row: 5
[2024-07-27 12:35:48] udpate price: 066670.KQ, row: 5
[2024-07-27 12:35:49] udpate price: 053260.KQ, row: 5
[2024-07-27 12:35:49] udpate price: 356680.KQ, row: 5
[2024-07-27 12:35:51] udpate price: 033050.KQ, row: 5
[2024-07-27 12:35:52] udpate price: 069510.KQ, row: 5
[2024-07-27 12:35:53] udpate price: 318010.KQ, row: 5
[2024-07-27 12:35:53] udpate price: 041960.KQ, row: 5
[2024-07-27 12:35:55] udpate price: 216080.KQ, row: 5
[2024-07-27 12:35:55] udpate price: 019770.KQ, row: 5
[2024-07-27 12:35:56] udpate price: 237750.KQ, row: 5
[2024-07-27 12:35:57] udpate price: 192250.KQ, row: 5
[2024-07-27 12:35:58] udpate price: 179290.KQ, row: 5
[2024-07-27 12:35:59] udpate price: 101390.KQ, row: 5
[2024-07-27 12:36:00] udpate price: 012620.KQ, row: 5
[2024-07-27 12:36:01] udpate price: 417860.KQ, row: 5
[2024-07-27 12:36:02] udpate price: 418470.KQ, row: 5
[2024-07-27 12:36:03] udpate price: 226360.KQ, row: 5
[2024-07-27 12:36:04] udpate price: 011080.KQ, row: 5
[2024-07-27 12:36:05] udpate price: 453450.KQ, row: 5
[2024-07-27 12:36:06] udpate price: 155650.KQ, row: 5
[2024-07-27 12:36:07] udpate price: 217480.KQ, row: 5
[2024-07-27 12:36:08] udpate price: 052220.KQ, row: 5
[2024-07-27 12:36:09] udpate price: 053800.KQ, row: 5
[2024-07-27 12:36:10] udpate price: 101400.KQ, row: 5
[2024-07-27 12:36:10] udpate price: 046210.KQ, row: 5
[2024-07-27 12:36:11] udpate price: 014470.KQ, row: 5
[2024-07-27 12:36:12] udpate price: 092600.KQ, row: 5
[2024-07-27 12:36:13] udpate price: 045390.KQ, row: 5
[2024-07-27 12:36:14] udpate price: 462350.KQ, row: 5
[2024-07-27 12:36:15] udpate price: 260930.KQ, row: 5
[2024-07-27 12:36:16] udpate price: 065130.KQ, row: 5
[2024-07-27 12:36:17] udpate price: 421800.KQ, row: 5
[2024-07-27 12:36:18] udpate price: 446540.KQ, row: 5
[2024-07-27 12:36:19] udpate price: 479880.KQ, row: 5
[2024-07-27 12:36:20] udpate price: 290090.KQ, row: 5
[2024-07-27 12:36:21] udpate price: 389500.KQ, row: 5
[2024-07-27 12:36:22] udpate price: 246710.KQ, row: 5
[2024-07-27 12:36:23] udpate price: 043090.KQ, row: 5
[2024-07-27 12:36:24] udpate price: 214610.KQ, row: 5
[2024-07-27 12:36:25] udpate price: 083310.KQ, row: 5
[2024-07-27 12:36:26] udpate price: 090360.KQ, row: 5
[2024-07-27 12:36:27] udpate price: 103230.KQ, row: 5
[2024-07-27 12:36:28] udpate price: 021650.KQ, row: 5
[2024-07-27 12:36:29] udpate price: 411080.KQ, row: 5
[2024-07-27 12:36:30] udpate price: 095270.KQ, row: 5
[2024-07-27 12:36:31] udpate price: 234340.KQ, row: 5
[2024-07-27 12:36:32] udpate price: 399720.KQ, row: 5
[2024-07-27 12:36:33] udpate price: 267320.KQ, row: 5
[2024-07-27 12:36:33] udpate price: 230980.KQ, row: 5
[2024-07-27 12:36:34] udpate price: 200130.KQ, row: 5
[2024-07-27 12:36:35] udpate price: 475240.KQ, row: 5
[2024-07-27 12:36:36] udpate price: 038390.KQ, row: 5
[2024-07-27 12:36:37] udpate price: 200780.KQ, row: 5
[2024-07-27 12:36:38] udpate price: 052710.KQ, row: 5
[2024-07-27 12:36:39] udpate price: 056080.KQ, row: 5
[2024-07-27 12:36:40] udpate price: 096610.KQ, row: 5
[2024-07-27 12:36:40] udpate price: 437730.KQ, row: 5
[2024-07-27 12:36:41] udpate price: 053060.KQ, row: 5
[2024-07-27 12:36:42] udpate price: 188260.KQ, row: 5
[2024-07-27 12:36:43] udpate price: 099430.KQ, row: 5
[2024-07-27 12:36:44] udpate price: 067280.KQ, row: 5
[2024-07-27 12:36:45] udpate price: 037440.KQ, row: 5
[2024-07-27 12:36:46] udpate price: 243070.KQ, row: 5
[2024-07-27 12:36:47] udpate price: 253590.KQ, row: 5
[2024-07-27 12:36:48] udpate price: 419080.KQ, row: 5
[2024-07-27 12:36:48] udpate price: 446750.KQ, row: 5
[2024-07-27 12:36:49] udpate price: 043200.KQ, row: 5
[2024-07-27 12:36:50] udpate price: 201490.KQ, row: 5
[2024-07-27 12:36:51] udpate price: 039310.KQ, row: 5
[2024-07-27 12:36:52] udpate price: 228760.KQ, row: 5
[2024-07-27 12:36:53] udpate price: 089600.KQ, row: 5
[2024-07-27 12:36:54] udpate price: 376180.KQ, row: 5
[2024-07-27 12:36:55] udpate price: 357580.KQ, row: 5
[2024-07-27 12:36:55] udpate price: 174880.KQ, row: 5
[2024-07-27 12:36:56] udpate price: 027830.KQ, row: 5
[2024-07-27 12:36:57] udpate price: 452280.KQ, row: 5
[2024-07-27 12:36:58] udpate price: 036620.KQ, row: 5
[2024-07-27 12:36:59] udpate price: 065710.KQ, row: 5
[2024-07-27 12:37:00] udpate price: 007330.KQ, row: 5
[2024-07-27 12:37:01] udpate price: 264450.KQ, row: 5
[2024-07-27 12:37:02] udpate price: 389260.KQ, row: 5
[2024-07-27 12:37:03] udpate price: 238120.KQ, row: 5
[2024-07-27 12:37:03] udpate price: 347740.KQ, row: 5
[2024-07-27 12:37:04] udpate price: 066790.KQ, row: 5
[2024-07-27 12:37:05] udpate price: 263690.KQ, row: 5
[2024-07-27 12:37:06] udpate price: 076610.KQ, row: 5
[2024-07-27 12:37:07] udpate price: 054050.KQ, row: 5
[2024-07-27 12:37:08] udpate price: 100120.KQ, row: 5
[2024-07-27 12:37:09] udpate price: 095610.KQ, row: 5
[2024-07-27 12:37:10] udpate price: 153490.KQ, row: 5
[2024-07-27 12:37:11] udpate price: 290650.KQ, row: 5
[2024-07-27 12:37:12] udpate price: 017480.KQ, row: 5
[2024-07-27 12:37:12] udpate price: 085910.KQ, row: 5
[2024-07-27 12:37:13] udpate price: 245620.KQ, row: 5
[2024-07-27 12:37:14] udpate price: 038530.KQ, row: 5
[2024-07-27 12:37:15] udpate price: 170030.KQ, row: 5
[2024-07-27 12:37:16] udpate price: 382900.KQ, row: 5
[2024-07-27 12:37:17] udpate price: 440820.KQ, row: 5
[2024-07-27 12:37:18] udpate price: 442310.KQ, row: 5
[2024-07-27 12:37:19] udpate price: 307750.KQ, row: 5
[2024-07-27 12:37:20] udpate price: 087260.KQ, row: 5
[2024-07-27 12:37:20] udpate price: 000440.KQ, row: 5
[2024-07-27 12:37:21] udpate price: 388790.KQ, row: 5
[2024-07-27 12:37:22] udpate price: 304840.KQ, row: 5
[2024-07-27 12:37:23] udpate price: 232830.KQ, row: 5
[2024-07-27 12:37:24] udpate price: 419050.KQ, row: 5
[2024-07-27 12:37:25] udpate price: 275630.KQ, row: 5
[2024-07-27 12:37:26] udpate price: 024940.KQ, row: 5
[2024-07-27 12:37:26] udpate price: 036170.KQ, row: 5
[2024-07-27 12:37:27] udpate price: 017650.KQ, row: 5
[2024-07-27 12:37:28] udpate price: 040300.KQ, row: 5
[2024-07-27 12:37:29] udpate price: 100130.KQ, row: 5
[2024-07-27 12:37:30] udpate price: 014190.KQ, row: 5
[2024-07-27 12:37:31] udpate price: 092730.KQ, row: 5
[2024-07-27 12:37:32] udpate price: 451250.KQ, row: 5
[2024-07-27 12:37:33] udpate price: 355150.KQ, row: 5
[2024-07-27 12:37:34] udpate price: 079170.KQ, row: 5
[2024-07-27 12:37:35] udpate price: 323280.KQ, row: 5
[2024-07-27 12:37:36] udpate price: 140430.KQ, row: 5
[2024-07-27 12:37:37] udpate price: 067990.KQ, row: 5
[2024-07-27 12:37:38] udpate price: 352090.KQ, row: 5
[2024-07-27 12:37:39] udpate price: 011370.KQ, row: 5
[2024-07-27 12:37:40] udpate price: 126700.KQ, row: 5
[2024-07-27 12:37:41] udpate price: 357550.KQ, row: 5
[2024-07-27 12:37:41] udpate price: 053610.KQ, row: 5
[2024-07-27 12:37:42] udpate price: 105740.KQ, row: 5
[2024-07-27 12:37:43] udpate price: 219420.KQ, row: 5
[2024-07-27 12:37:44] udpate price: 078940.KQ, row: 5
[2024-07-27 12:37:45] udpate price: 051360.KQ, row: 5
[2024-07-27 12:37:46] udpate price: 057880.KQ, row: 5
[2024-07-27 12:37:47] udpate price: 146320.KQ, row: 5
[2024-07-27 12:37:48] udpate price: 243840.KQ, row: 5
[2024-07-27 12:37:49] udpate price: 471050.KQ, row: 5
[2024-07-27 12:37:50] udpate price: 187870.KQ, row: 5
[2024-07-27 12:37:51] udpate price: 017890.KQ, row: 5
[2024-07-27 12:37:51] udpate price: 234920.KQ, row: 5
[2024-07-27 12:37:52] udpate price: 052420.KQ, row: 5
[2024-07-27 12:37:53] udpate price: 131030.KQ, row: 5
[2024-07-27 12:37:54] udpate price: 053450.KQ, row: 5
[2024-07-27 12:37:55] udpate price: 024830.KQ, row: 5
[2024-07-27 12:37:56] udpate price: 036890.KQ, row: 5
[2024-07-27 12:37:57] udpate price: 246250.KQ, row: 5
[2024-07-27 12:37:57] udpate price: 094840.KQ, row: 5
[2024-07-27 12:37:58] udpate price: 420770.KQ, row: 5
[2024-07-27 12:37:59] udpate price: 082660.KQ, row: 5
[2024-07-27 12:38:00] udpate price: 031330.KQ, row: 5
[2024-07-27 12:38:01] udpate price: 377450.KQ, row: 5
[2024-07-27 12:38:02] udpate price: 043260.KQ, row: 5
[2024-07-27 12:38:03] udpate price: 060560.KQ, row: 5
[2024-07-27 12:38:04] udpate price: 439580.KQ, row: 5
[2024-07-27 12:38:05] udpate price: 256150.KQ, row: 5
[2024-07-27 12:38:05] udpate price: 041590.KQ, row: 5
[2024-07-27 12:38:06] udpate price: 360070.KQ, row: 5
[2024-07-27 12:38:07] udpate price: 065440.KQ, row: 5
[2024-07-27 12:38:08] udpate price: 030350.KQ, row: 5
[2024-07-27 12:38:09] udpate price: 217620.KQ, row: 5
[2024-07-27 12:38:10] udpate price: 068760.KQ, row: 5
[2024-07-27 12:38:11] udpate price: 444920.KQ, row: 5
[2024-07-27 12:38:11] udpate price: 290740.KQ, row: 5
[2024-07-27 12:38:12] udpate price: 058630.KQ, row: 5
[2024-07-27 12:38:13] udpate price: 214450.KQ, row: 5
[2024-07-27 12:38:14] udpate price: 095190.KQ, row: 5
[2024-07-27 12:38:15] udpate price: 196700.KQ, row: 5
[2024-07-27 12:38:16] udpate price: 262260.KQ, row: 5
[2024-07-27 12:38:17] udpate price: 060380.KQ, row: 5
[2024-07-27 12:38:18] udpate price: 072990.KQ, row: 5
[2024-07-27 12:38:19] udpate price: 076080.KQ, row: 5
[2024-07-27 12:38:20] udpate price: 060310.KQ, row: 5
[2024-07-27 12:38:21] udpate price: 036830.KQ, row: 5
[2024-07-27 12:38:22] udpate price: 040610.KQ, row: 5
[2024-07-27 12:38:22] udpate price: 058470.KQ, row: 5
[2024-07-27 12:38:23] udpate price: 087010.KQ, row: 5
[2024-07-27 12:38:24] udpate price: 288330.KQ, row: 5
[2024-07-27 12:38:25] udpate price: 041020.KQ, row: 5
[2024-07-27 12:38:26] udpate price: 060370.KQ, row: 5
[2024-07-27 12:38:27] udpate price: 092460.KQ, row: 5
[2024-07-27 12:38:28] udpate price: 354320.KQ, row: 5
[2024-07-27 12:38:29] udpate price: 333620.KQ, row: 5
[2024-07-27 12:38:30] udpate price: 036180.KQ, row: 5
[2024-07-27 12:38:31] udpate price: 094850.KQ, row: 5
[2024-07-27 12:38:32] udpate price: 067900.KQ, row: 5
[2024-07-27 12:38:33] udpate price: 100790.KQ, row: 5
[2024-07-27 12:38:34] udpate price: 035600.KQ, row: 5
[2024-07-27 12:38:34] udpate price: 096630.KQ, row: 5
[2024-07-27 12:38:35] udpate price: 025440.KQ, row: 5
[2024-07-27 12:38:36] udpate price: 234300.KQ, row: 5
[2024-07-27 12:38:37] udpate price: 093920.KQ, row: 5
[2024-07-27 12:38:38] udpate price: 122350.KQ, row: 5
[2024-07-27 12:38:39] udpate price: 068050.KQ, row: 5
[2024-07-27 12:38:40] udpate price: 071670.KQ, row: 5
[2024-07-27 12:38:41] udpate price: 251120.KQ, row: 5
[2024-07-27 12:38:42] udpate price: 203650.KQ, row: 5
[2024-07-27 12:38:43] udpate price: 162300.KQ, row: 5
[2024-07-27 12:38:44] udpate price: 032860.KQ, row: 5
[2024-07-27 12:38:45] udpate price: 053580.KQ, row: 5
[2024-07-27 12:38:46] udpate price: 195500.KQ, row: 5
[2024-07-27 12:38:47] udpate price: 033130.KQ, row: 5
[2024-07-27 12:38:47] udpate price: 016790.KQ, row: 5
[2024-07-27 12:38:48] udpate price: 049470.KQ, row: 5
[2024-07-27 12:38:49] udpate price: 066900.KQ, row: 5
[2024-07-27 12:38:50] udpate price: 439730.KQ, row: 5
[2024-07-27 12:38:51] udpate price: 054540.KQ, row: 5
[2024-07-27 12:38:52] udpate price: 058110.KQ, row: 5
[2024-07-27 12:38:53] udpate price: 171120.KQ, row: 5
[2024-07-27 12:38:54] udpate price: 164060.KQ, row: 5
[2024-07-27 12:38:54] udpate price: 050090.KQ, row: 5
[2024-07-27 12:38:55] udpate price: 287410.KQ, row: 5
[2024-07-27 12:38:56] udpate price: 309960.KQ, row: 5
[2024-07-27 12:38:57] udpate price: 063440.KQ, row: 5
[2024-07-27 12:38:58] udpate price: 251970.KQ, row: 5
[2024-07-27 12:39:01] udpate price: 257370.KQ, row: 0
[2024-07-27 12:39:02] udpate price: 126880.KQ, row: 5
[2024-07-27 12:39:03] udpate price: 086060.KQ, row: 5
[2024-07-27 12:39:04] udpate price: 475250.KQ, row: 5
[2024-07-27 12:39:04] udpate price: 084650.KQ, row: 5
[2024-07-27 12:39:05] udpate price: 412930.KQ, row: 5
[2024-07-27 12:39:06] udpate price: 348080.KQ, row: 5
[2024-07-27 12:39:07] udpate price: 033320.KQ, row: 5
[2024-07-27 12:39:08] udpate price: 065660.KQ, row: 5
[2024-07-27 12:39:09] udpate price: 217330.KQ, row: 5
[2024-07-27 12:39:10] udpate price: 052900.KQ, row: 5
[2024-07-27 12:39:11] udpate price: 203450.KQ, row: 5
[2024-07-27 12:39:11] udpate price: 032580.KQ, row: 5
[2024-07-27 12:39:12] udpate price: 067310.KQ, row: 5
[2024-07-27 12:39:13] udpate price: 033230.KQ, row: 5
[2024-07-27 12:39:14] udpate price: 295310.KQ, row: 5
[2024-07-27 12:39:15] udpate price: 033790.KQ, row: 5
[2024-07-27 12:39:16] udpate price: 417200.KQ, row: 5
[2024-07-27 12:39:17] udpate price: 122450.KQ, row: 5
[2024-07-27 12:39:18] udpate price: 021040.KQ, row: 5
[2024-07-27 12:39:19] udpate price: 053270.KQ, row: 5
[2024-07-27 12:39:20] udpate price: 367000.KQ, row: 5
[2024-07-27 12:39:21] udpate price: 051390.KQ, row: 5
[2024-07-27 12:39:22] udpate price: 449020.KQ, row: 5
[2024-07-27 12:39:23] udpate price: 039610.KQ, row: 5
[2024-07-27 12:39:24] udpate price: 095910.KQ, row: 5
[2024-07-27 12:39:25] udpate price: 045340.KQ, row: 5
[2024-07-27 12:39:26] udpate price: 036690.KQ, row: 5
[2024-07-27 12:39:27] udpate price: 344860.KQ, row: 5
[2024-07-27 12:39:28] udpate price: 092130.KQ, row: 5
[2024-07-27 12:39:29] udpate price: 037330.KQ, row: 5
[2024-07-27 12:39:30] udpate price: 477530.KQ, row: 5
[2024-07-27 12:39:30] udpate price: 115500.KQ, row: 5
[2024-07-27 12:39:31] udpate price: 065680.KQ, row: 5
[2024-07-27 12:39:32] udpate price: 054620.KQ, row: 5
[2024-07-27 12:39:33] udpate price: 060250.KQ, row: 5
[2024-07-27 12:39:34] udpate price: 260970.KQ, row: 5
[2024-07-27 12:39:35] udpate price: 456440.KQ, row: 5
