[2024-07-11 21:41:02] Try to insert 2566 codes
[2024-07-11 21:41:06] udpate price: METCL, row: 3
[2024-07-11 22:13:19] udpate price: GPAT, row: 3
[2024-07-11 22:13:20] udpate price: MTLS, row: 3
[2024-07-11 22:13:20] udpate price: CITE, row: 3
[2024-07-11 22:13:21] udpate price: INTJ, row: 3
[2024-07-11 22:13:22] udpate price: VSEC, row: 3
[2024-07-11 22:13:23] udpate price: DOCU, row: 3
[2024-07-11 22:13:24] udpate price: OCAX, row: 3
[2024-07-11 22:13:25] udpate price: FDBC, row: 3
[2024-07-11 22:13:26] udpate price: DCGO, row: 3
[2024-07-11 22:13:27] udpate price: KLAC, row: 3
[2024-07-11 22:13:27] udpate price: FORL, row: 3
[2024-07-11 22:13:28] udpate price: XHG, row: 3
[2024-07-11 22:13:29] udpate price: CETU, row: 3
[2024-07-11 22:13:30] udpate price: BBSI, row: 3
[2024-07-11 22:13:31] udpate price: ATRI, row: 3
[2024-07-11 22:13:31] udpate price: CRCT, row: 3
[2024-07-11 22:13:32] udpate price: RFAC, row: 3
[2024-07-11 22:13:33] udpate price: RUSHA, row: 3
[2024-07-11 22:13:34] udpate price: MMV, row: 3
[2024-07-11 22:13:34] udpate price: TWLV, row: 0
[2024-07-11 22:13:35] udpate price: LYTS, row: 3
[2024-07-11 22:13:36] udpate price: PFC, row: 3
[2024-07-11 22:13:37] udpate price: NFLX, row: 3
[2024-07-11 22:13:38] udpate price: MACA, row: 3
[2024-07-11 22:13:39] udpate price: ANSCU, row: 3
[2024-07-11 22:13:39] udpate price: CTMX, row: 3
[2024-07-11 22:13:40] udpate price: NTRSO, row: 3
[2024-07-11 22:13:41] udpate price: SLP, row: 3
[2024-07-11 22:13:42] udpate price: OXLCO, row: 3
[2024-07-11 22:13:43] udpate price: HST, row: 3
[2024-07-11 22:13:44] udpate price: ATHE, row: 3
[2024-07-11 22:13:44] udpate price: ESOA, row: 3
[2024-07-11 22:13:45] udpate price: PPYA, row: 3
[2024-07-11 22:13:46] udpate price: IPXX, row: 3
[2024-07-11 22:13:47] udpate price: GCBC, row: 3
[2024-07-11 22:13:48] udpate price: POAI, row: 3
[2024-07-11 22:13:49] udpate price: AIEV, row: 3
[2024-07-11 22:13:49] udpate price: GLACR, row: 0
[2024-07-11 22:13:50] udpate price: OCCIN, row: 3
[2024-07-11 22:13:51] udpate price: NRSN, row: 3
[2024-07-11 22:13:52] udpate price: PKBK, row: 3
[2024-07-11 22:13:53] udpate price: PLAB, row: 3
[2024-07-11 22:13:53] udpate price: TCMD, row: 3
[2024-07-11 22:13:54] udpate price: ALKS, row: 3
[2024-07-11 22:13:55] udpate price: BWAQR, row: 0
[2024-07-11 22:13:56] udpate price: PDLB, row: 3
[2024-07-11 22:13:56] udpate price: DJT, row: 3
[2024-07-11 22:13:57] udpate price: ACON, row: 3
[2024-07-11 22:13:58] udpate price: UBSI, row: 3
[2024-07-11 22:13:59] udpate price: FLEX, row: 3
[2024-07-11 22:14:00] udpate price: KALV, row: 3
[2024-07-11 22:14:01] udpate price: HLIT, row: 3
[2024-07-11 22:14:02] udpate price: BWAQU, row: 3
[2024-07-11 22:14:02] udpate price: BVFL, row: 3
[2024-07-11 22:14:03] udpate price: FIAC, row: 3
[2024-07-11 22:14:04] udpate price: SAIC, row: 3
[2024-07-11 22:14:05] udpate price: WABC, row: 3
[2024-07-11 22:14:06] udpate price: FUSB, row: 3
[2024-07-11 22:14:07] udpate price: COLM, row: 3
[2024-07-11 22:14:08] udpate price: SCNI, row: 3
[2024-07-11 22:14:09] udpate price: QFIN, row: 3
[2024-07-11 22:14:09] udpate price: MSFT, row: 3
[2024-07-11 22:14:10] udpate price: ELEV, row: 3
[2024-07-11 22:14:11] udpate price: GTI, row: 3
[2024-07-11 22:14:12] udpate price: ALNT, row: 3
[2024-07-11 22:14:13] udpate price: SCSC, row: 3
[2024-07-11 22:14:14] udpate price: BLEU, row: 3
[2024-07-11 22:14:15] udpate price: USCB, row: 3
[2024-07-11 22:14:15] udpate price: BLEUU, row: 3
[2024-07-11 22:14:16] udpate price: ODFL, row: 3
[2024-07-11 22:14:17] udpate price: VINC, row: 3
[2024-07-11 22:14:18] udpate price: GHIXU, row: 3
[2024-07-11 22:14:19] udpate price: ABNB, row: 3
[2024-07-11 22:14:20] udpate price: CALC, row: 3
[2024-07-11 22:14:21] udpate price: WAFD, row: 3
[2024-07-11 22:14:22] udpate price: FCAP, row: 3
[2024-07-11 22:14:22] udpate price: PROF, row: 3
[2024-07-11 22:14:23] udpate price: MNDO, row: 3
[2024-07-11 22:14:24] udpate price: PFIE, row: 3
[2024-07-11 22:14:25] udpate price: DPCS, row: 3
[2024-07-11 22:14:26] udpate price: AACIU, row: 3
[2024-07-11 22:14:27] udpate price: NTBL, row: 3
[2024-07-11 22:14:28] udpate price: CALM, row: 3
[2024-07-11 22:14:29] udpate price: SLDP, row: 3
[2024-07-11 22:14:29] udpate price: MLTX, row: 3
[2024-07-11 22:14:30] udpate price: DYCQR, row: 0
[2024-07-11 22:14:30] udpate price: BLEUR, row: 0
[2024-07-11 22:14:31] udpate price: CRWD, row: 3
[2024-07-11 22:14:32] udpate price: VS, row: 3
[2024-07-11 22:14:33] udpate price: MRX, row: 3
[2024-07-11 22:14:33] udpate price: SLGL, row: 3
[2024-07-11 22:14:34] udpate price: HALO, row: 3
[2024-07-11 22:14:35] udpate price: MOVE, row: 3
[2024-07-11 22:14:36] udpate price: LAND, row: 3
[2024-07-11 22:14:37] udpate price: PAYO, row: 3
[2024-07-11 22:14:38] udpate price: PNTG, row: 3
[2024-07-11 22:14:38] udpate price: ADEA, row: 3
[2024-07-11 22:14:39] udpate price: CODA, row: 3
[2024-07-11 22:14:40] udpate price: HAIA, row: 3
[2024-07-11 22:14:41] udpate price: TFFP, row: 3
[2024-07-11 22:14:42] udpate price: FORLU, row: 3
[2024-07-11 22:14:43] udpate price: GODNU, row: 3
[2024-07-11 22:14:43] udpate price: ROAD, row: 3
[2024-07-11 22:14:44] udpate price: CRIS, row: 3
[2024-07-11 22:14:45] udpate price: SLAM, row: 3
[2024-07-11 22:14:46] udpate price: RPRX, row: 3
[2024-07-11 22:14:47] udpate price: XRTX, row: 3
[2024-07-11 22:14:48] udpate price: WB, row: 3
[2024-07-11 22:14:48] udpate price: NDRA, row: 3
[2024-07-11 22:14:49] udpate price: HCM, row: 3
[2024-07-11 22:14:50] udpate price: CYCCP, row: 3
[2024-07-11 22:14:51] udpate price: GPAK, row: 3
[2024-07-11 22:14:52] udpate price: ARTL, row: 3
[2024-07-11 22:14:53] udpate price: TVGN, row: 3
[2024-07-11 22:14:54] udpate price: CINF, row: 3
[2024-07-11 22:14:54] udpate price: SPRY, row: 3
[2024-07-11 22:14:55] udpate price: CYTH, row: 3
[2024-07-11 22:14:56] udpate price: VLYPO, row: 3
[2024-07-11 22:14:57] udpate price: CDAQ, row: 3
[2024-07-11 22:14:58] udpate price: DARE, row: 3
[2024-07-11 22:14:59] udpate price: MEOH, row: 3
[2024-07-11 22:14:59] udpate price: TURN, row: 3
[2024-07-11 22:15:00] udpate price: OMGA, row: 3
[2024-07-11 22:15:01] udpate price: PCB, row: 3
[2024-07-11 22:15:02] udpate price: FTNT, row: 3
[2024-07-11 22:15:03] udpate price: ZIONO, row: 3
[2024-07-11 22:15:04] udpate price: IBAC, row: 3
[2024-07-11 22:15:05] udpate price: ACST, row: 3
[2024-07-11 22:15:06] udpate price: VTVT, row: 3
[2024-07-11 22:15:06] udpate price: FOXF, row: 3
[2024-07-11 22:15:07] udpate price: ERAS, row: 3
[2024-07-11 22:15:08] udpate price: MAR, row: 3
[2024-07-11 22:15:09] udpate price: PBPB, row: 3
[2024-07-11 22:15:10] udpate price: MCAGR, row: 0
[2024-07-11 22:15:10] udpate price: SAIA, row: 3
[2024-07-11 22:15:11] udpate price: FTAIM, row: 3
[2024-07-11 22:15:12] udpate price: OLPX, row: 3
[2024-07-11 22:15:13] udpate price: CDZIP, row: 3
[2024-07-11 22:15:14] udpate price: SWKH, row: 3
[2024-07-11 22:15:15] udpate price: AMD, row: 3
[2024-07-11 22:15:15] udpate price: SXTC, row: 3
[2024-07-11 22:15:16] udpate price: NBN, row: 3
[2024-07-11 22:15:17] udpate price: CBAT, row: 3
[2024-07-11 22:15:18] udpate price: BNIXR, row: 0
[2024-07-11 22:15:18] udpate price: SCPH, row: 3
[2024-07-11 22:15:19] udpate price: AFCG, row: 3
[2024-07-11 22:15:20] udpate price: STI, row: 3
[2024-07-11 22:15:21] udpate price: FGI, row: 3
[2024-07-11 22:15:22] udpate price: ZLS, row: 3
[2024-07-11 22:15:23] udpate price: NTRP, row: 3
[2024-07-11 22:15:24] udpate price: LAMR, row: 3
[2024-07-11 22:15:25] udpate price: UNB, row: 3
[2024-07-11 22:15:25] udpate price: OPTX, row: 3
[2024-07-11 22:15:26] udpate price: TAYD, row: 3
[2024-07-11 22:15:27] udpate price: BCSA, row: 3
[2024-07-11 22:15:28] udpate price: ROST, row: 3
[2024-07-11 22:15:29] udpate price: PCVX, row: 3
[2024-07-11 22:15:30] udpate price: UCL, row: 3
[2024-07-11 22:15:31] udpate price: LANDO, row: 3
[2024-07-11 22:15:32] udpate price: NAVI, row: 3
[2024-07-11 22:15:33] udpate price: TRNR, row: 3
[2024-07-11 22:15:33] udpate price: ALGS, row: 3
[2024-07-11 22:15:34] udpate price: BNGO, row: 3
[2024-07-11 22:15:35] udpate price: AGNCL, row: 3
[2024-07-11 22:15:36] udpate price: LQR, row: 3
[2024-07-11 22:15:37] udpate price: HLP, row: 3
[2024-07-11 22:15:38] udpate price: SHMD, row: 3
[2024-07-11 22:15:39] udpate price: LECO, row: 3
[2024-07-11 22:15:40] udpate price: CAPT, row: 3
[2024-07-11 22:15:40] udpate price: DXLG, row: 3
[2024-07-11 22:15:41] udpate price: SBUX, row: 3
[2024-07-11 22:15:42] udpate price: CLRB, row: 3
[2024-07-11 22:15:43] udpate price: MMLP, row: 3
[2024-07-11 22:15:44] udpate price: MGEE, row: 3
[2024-07-11 22:15:45] udpate price: AFBI, row: 3
[2024-07-11 22:15:45] udpate price: VLCN, row: 3
[2024-07-11 22:15:46] udpate price: RFACU, row: 3
[2024-07-11 22:15:47] udpate price: SAVA, row: 3
[2024-07-11 22:15:48] udpate price: CNXC, row: 3
[2024-07-11 22:15:49] udpate price: APP, row: 3
[2024-07-11 22:15:50] udpate price: ARVN, row: 3
[2024-07-11 22:15:51] udpate price: ULY, row: 3
[2024-07-11 22:15:51] udpate price: QOMO, row: 3
[2024-07-11 22:15:52] udpate price: FITB, row: 3
[2024-07-11 22:15:53] udpate price: NA, row: 3
[2024-07-11 22:15:54] udpate price: CSLMR, row: 0
[2024-07-11 22:15:55] udpate price: MBWM, row: 3
[2024-07-11 22:15:55] udpate price: RILYZ, row: 3
[2024-07-11 22:15:56] udpate price: OPRA, row: 3
[2024-07-11 22:15:57] udpate price: SGA, row: 3
[2024-07-11 22:15:58] udpate price: ENLT, row: 3
[2024-07-11 22:15:59] udpate price: TRMK, row: 3
[2024-07-11 22:15:59] udpate price: SIGI, row: 3
[2024-07-11 22:16:00] udpate price: CSCO, row: 3
[2024-07-11 22:16:01] udpate price: AQMS, row: 3
[2024-07-11 22:16:02] udpate price: ICCH, row: 3
[2024-07-11 22:16:03] udpate price: MCAAU, row: 3
[2024-07-11 22:16:04] udpate price: SHPH, row: 3
[2024-07-11 22:16:05] udpate price: HYPR, row: 3
[2024-07-11 22:16:05] udpate price: OXLCP, row: 3
[2024-07-11 22:16:06] udpate price: RGTI, row: 3
[2024-07-11 22:16:07] udpate price: ASML, row: 3
[2024-07-11 22:16:08] udpate price: LIPO, row: 3
[2024-07-11 22:16:09] udpate price: TOYO, row: 3
[2024-07-11 22:16:10] udpate price: NDAQ, row: 3
[2024-07-11 22:16:10] udpate price: MARXU, row: 3
[2024-07-11 22:16:11] udpate price: FUFU, row: 3
[2024-07-11 22:16:12] udpate price: BANF, row: 3
[2024-07-11 22:16:13] udpate price: PEGRU, row: 3
[2024-07-11 22:16:14] udpate price: CCCC, row: 3
[2024-07-11 22:16:15] udpate price: AVHI, row: 3
[2024-07-11 22:16:15] udpate price: GOSS, row: 3
[2024-07-11 22:16:16] udpate price: MSEX, row: 3
[2024-07-11 22:16:17] udpate price: NVAC, row: 3
[2024-07-11 22:16:18] udpate price: RBKB, row: 3
[2024-07-11 22:16:19] udpate price: ENGN, row: 3
[2024-07-11 22:16:20] udpate price: CHUY, row: 3
[2024-07-11 22:16:20] udpate price: WSC, row: 3
[2024-07-11 22:16:21] udpate price: FANH, row: 3
[2024-07-11 22:16:22] udpate price: SQFT, row: 3
[2024-07-11 22:16:23] udpate price: XPEL, row: 3
[2024-07-11 22:16:24] udpate price: PPIH, row: 3
[2024-07-11 22:16:25] udpate price: HROWM, row: 3
[2024-07-11 22:16:25] udpate price: VRRM, row: 3
[2024-07-11 22:16:26] udpate price: RGLD, row: 3
[2024-07-11 22:16:27] udpate price: SPOK, row: 3
[2024-07-11 22:16:28] udpate price: SRAD, row: 3
[2024-07-11 22:16:29] udpate price: NECB, row: 3
[2024-07-11 22:16:30] udpate price: DCTH, row: 3
[2024-07-11 22:16:31] udpate price: SILO, row: 3
[2024-07-11 22:16:32] udpate price: PRST, row: 3
[2024-07-11 22:16:33] udpate price: CDT, row: 3
[2024-07-11 22:16:33] udpate price: CDTG, row: 3
[2024-07-11 22:16:34] udpate price: NVDA, row: 3
[2024-07-11 22:16:35] udpate price: LSEA, row: 3
[2024-07-11 22:16:36] udpate price: FRME, row: 3
[2024-07-11 22:16:37] udpate price: SOTK, row: 3
[2024-07-11 22:16:38] udpate price: BOTJ, row: 3
[2024-07-11 22:16:39] udpate price: ABL, row: 3
[2024-07-11 22:16:40] udpate price: FUND, row: 3
[2024-07-11 22:16:41] udpate price: SYT, row: 3
[2024-07-11 22:16:41] udpate price: BAFN, row: 3
[2024-07-11 22:16:42] udpate price: KRNLU, row: 3
[2024-07-11 22:16:43] udpate price: TBBK, row: 3
[2024-07-11 22:16:44] udpate price: IVCB, row: 3
[2024-07-11 22:16:45] udpate price: PTWO, row: 3
[2024-07-11 22:16:46] udpate price: GLLI, row: 3
[2024-07-11 22:16:47] udpate price: RMBS, row: 3
[2024-07-11 22:16:48] udpate price: BGC, row: 3
[2024-07-11 22:16:48] udpate price: ADTX, row: 3
[2024-07-11 22:16:49] udpate price: ALBT, row: 3
[2024-07-11 22:16:50] udpate price: CYCN, row: 3
[2024-07-11 22:16:51] udpate price: FSBC, row: 3
[2024-07-11 22:16:52] udpate price: TLN, row: 7
[2024-07-11 22:16:53] udpate price: EEFT, row: 3
[2024-07-11 22:16:54] udpate price: HUDAU, row: 3
[2024-07-11 22:16:55] udpate price: WEYS, row: 3
[2024-07-11 22:16:56] udpate price: SLNG, row: 3
[2024-07-11 22:16:56] udpate price: IVCPU, row: 3
[2024-07-11 22:16:57] udpate price: KVAC, row: 3
[2024-07-11 22:16:58] udpate price: AGNCM, row: 3
[2024-07-11 22:16:59] udpate price: TCBP, row: 3
[2024-07-11 22:17:00] udpate price: BMEA, row: 3
[2024-07-11 22:17:01] udpate price: CMPX, row: 3
[2024-07-11 22:17:02] udpate price: NDSN, row: 3
[2024-07-11 22:17:02] udpate price: BOWN, row: 3
[2024-07-11 22:17:03] udpate price: BKR, row: 3
[2024-07-11 22:17:04] udpate price: VRSK, row: 3
[2024-07-11 22:17:05] udpate price: YYGH, row: 3
[2024-07-11 22:17:06] udpate price: TCBIO, row: 3
[2024-07-11 22:17:07] udpate price: CPHC, row: 3
[2024-07-11 22:17:08] udpate price: RECT, row: 3
[2024-07-11 22:17:08] udpate price: HOVR, row: 3
[2024-07-11 22:17:09] udpate price: ATMCR, row: 0
[2024-07-11 22:17:10] udpate price: DOMH, row: 3
[2024-07-11 22:17:10] udpate price: LANDM, row: 3
[2024-07-11 22:17:11] udpate price: CRMD, row: 3
[2024-07-11 22:17:12] udpate price: AFAR, row: 3
[2024-07-11 22:17:13] udpate price: DXR, row: 3
[2024-07-11 22:17:14] udpate price: HDL, row: 3
[2024-07-11 22:17:15] udpate price: KPRX, row: 3
[2024-07-11 22:17:16] udpate price: GALT, row: 3
[2024-07-11 22:17:17] udpate price: CFFI, row: 3
[2024-07-11 22:17:17] udpate price: QETAU, row: 3
[2024-07-11 22:17:18] udpate price: FRBA, row: 3
[2024-07-11 22:17:19] udpate price: VYNE, row: 3
[2024-07-11 22:17:20] udpate price: ALZN, row: 3
[2024-07-11 22:17:21] udpate price: CBNK, row: 3
[2024-07-11 22:17:22] udpate price: FFBC, row: 3
[2024-07-11 22:17:22] udpate price: IGTAR, row: 0
[2024-07-11 22:17:23] udpate price: VOD, row: 3
[2024-07-11 22:17:24] udpate price: LIN, row: 3
[2024-07-11 22:17:25] udpate price: AAON, row: 3
[2024-07-11 22:17:26] udpate price: PLXS, row: 3
[2024-07-11 22:17:27] udpate price: GRNQ, row: 3
[2024-07-11 22:17:28] udpate price: FRZA, row: 3
[2024-07-11 22:17:29] udpate price: FFIE, row: 3
[2024-07-11 22:17:29] udpate price: IART, row: 3
[2024-07-11 22:17:30] udpate price: IMNN, row: 3
[2024-07-11 22:17:31] udpate price: ADUS, row: 3
[2024-07-11 22:17:31] udpate price: ASCBR, row: 0
[2024-07-11 22:17:32] udpate price: LSTR, row: 3
[2024-07-11 22:17:33] udpate price: SSIC, row: 3
[2024-07-11 22:17:34] udpate price: HFBL, row: 3
[2024-07-11 22:17:35] udpate price: PSHG, row: 3
[2024-07-11 22:17:36] udpate price: OCFCP, row: 3
[2024-07-11 22:17:36] udpate price: PRFX, row: 3
[2024-07-11 22:17:37] udpate price: NOVVU, row: 3
[2024-07-11 22:17:38] udpate price: SHLS, row: 3
[2024-07-11 22:17:39] udpate price: CLBK, row: 3
[2024-07-11 22:17:40] udpate price: RANI, row: 3
[2024-07-11 22:17:41] udpate price: APCX, row: 3
[2024-07-11 22:17:41] udpate price: GMAB, row: 3
[2024-07-11 22:17:42] udpate price: CLOER, row: 0
[2024-07-11 22:17:43] udpate price: AGNCP, row: 3
[2024-07-11 22:17:43] udpate price: PDFS, row: 3
[2024-07-11 22:17:44] udpate price: WDFC, row: 3
[2024-07-11 22:17:45] udpate price: GRRR, row: 3
[2024-07-11 22:17:46] udpate price: SBSI, row: 3
[2024-07-11 22:17:47] udpate price: NWSA, row: 3
[2024-07-11 22:17:48] udpate price: ENSC, row: 3
[2024-07-11 22:17:49] udpate price: INVZ, row: 3
[2024-07-11 22:17:49] udpate price: LICN, row: 3
[2024-07-11 22:17:50] udpate price: BCYC, row: 3
[2024-07-11 22:17:51] udpate price: INAB, row: 3
[2024-07-11 22:17:52] udpate price: SMID, row: 3
[2024-07-11 22:17:53] udpate price: PYPL, row: 3
[2024-07-11 22:17:54] udpate price: FRES, row: 3
[2024-07-11 22:17:55] udpate price: OCGN, row: 3
[2024-07-11 22:17:55] udpate price: CIFR, row: 3
[2024-07-11 22:17:56] udpate price: PLMR, row: 3
[2024-07-11 22:17:57] udpate price: JCTCF, row: 3
[2024-07-11 22:17:58] udpate price: TRDA, row: 3
[2024-07-11 22:17:59] udpate price: SOHOO, row: 3
[2024-07-11 22:18:00] udpate price: BCAB, row: 3
[2024-07-11 22:18:01] udpate price: PLUS, row: 3
[2024-07-11 22:18:02] udpate price: IXAQ, row: 3
[2024-07-11 22:18:02] udpate price: ZJYL, row: 3
[2024-07-11 22:18:03] udpate price: NTAP, row: 3
[2024-07-11 22:18:04] udpate price: IMMR, row: 3
[2024-07-11 22:18:05] udpate price: SWTX, row: 3
[2024-07-11 22:18:06] udpate price: JOUT, row: 3
[2024-07-11 22:18:07] udpate price: AMWD, row: 3
[2024-07-11 22:18:08] udpate price: LSXMB, row: 3
[2024-07-11 22:18:09] udpate price: VKTX, row: 3
[2024-07-11 22:18:09] udpate price: TGAA, row: 3
[2024-07-11 22:18:10] udpate price: SEPAU, row: 3
[2024-07-11 22:18:11] udpate price: IMVT, row: 3
[2024-07-11 22:18:12] udpate price: PANW, row: 3
[2024-07-11 22:18:13] udpate price: CRVS, row: 3
[2024-07-11 22:18:14] udpate price: OLED, row: 3
[2024-07-11 22:18:15] udpate price: ZEUS, row: 3
[2024-07-11 22:18:16] udpate price: MNTX, row: 3
[2024-07-11 22:18:16] udpate price: ALT, row: 3
[2024-07-11 22:18:17] udpate price: CENTA, row: 3
[2024-07-11 22:18:18] udpate price: ELTX, row: 3
[2024-07-11 22:18:19] udpate price: TYRA, row: 3
[2024-07-11 22:18:20] udpate price: CYN, row: 3
[2024-07-11 22:18:21] udpate price: TFIN, row: 3
[2024-07-11 22:18:22] udpate price: COEP, row: 3
[2024-07-11 22:18:23] udpate price: ENSG, row: 3
[2024-07-11 22:18:23] udpate price: PETV, row: 3
[2024-07-11 22:18:24] udpate price: PLMIU, row: 3
[2024-07-11 22:18:25] udpate price: MATW, row: 3
[2024-07-11 22:18:26] udpate price: RNW, row: 3
[2024-07-11 22:18:27] udpate price: APA, row: 3
[2024-07-11 22:18:28] udpate price: CELH, row: 3
[2024-07-11 22:18:28] udpate price: ATOS, row: 3
[2024-07-11 22:18:29] udpate price: SERA, row: 3
[2024-07-11 22:18:30] udpate price: TLGYU, row: 3
[2024-07-11 22:18:31] udpate price: QQQX, row: 3
[2024-07-11 22:18:32] udpate price: ABUS, row: 3
[2024-07-11 22:18:33] udpate price: ACRV, row: 3
[2024-07-11 22:18:34] udpate price: FA, row: 3
[2024-07-11 22:18:34] udpate price: SRCE, row: 3
[2024-07-11 22:18:35] udpate price: MNDY, row: 3
[2024-07-11 22:18:36] udpate price: PRTG, row: 3
[2024-07-11 22:18:37] udpate price: IINN, row: 3
[2024-07-11 22:18:38] udpate price: SPKL, row: 3
[2024-07-11 22:18:39] udpate price: APLT, row: 3
[2024-07-11 22:18:39] udpate price: CRNT, row: 3
[2024-07-11 22:18:40] udpate price: COO, row: 3
[2024-07-11 22:18:41] udpate price: HSIC, row: 3
[2024-07-11 22:18:42] udpate price: GRAL, row: 3
[2024-07-11 22:18:43] udpate price: FATE, row: 3
[2024-07-11 22:18:44] udpate price: AFYA, row: 3
[2024-07-11 22:18:44] udpate price: INTR, row: 3
[2024-07-11 22:18:45] udpate price: WTFC, row: 3
[2024-07-11 22:18:46] udpate price: XFIN, row: 3
[2024-07-11 22:18:47] udpate price: JVSAU, row: 3
[2024-07-11 22:18:48] udpate price: THCP, row: 3
[2024-07-11 22:18:49] udpate price: SWVL, row: 3
[2024-07-11 22:18:50] udpate price: OBT, row: 3
[2024-07-11 22:18:51] udpate price: MIDD, row: 3
[2024-07-11 22:18:52] udpate price: STOK, row: 3
[2024-07-11 22:18:53] udpate price: MNTK, row: 3
[2024-07-11 22:18:53] udpate price: VNOM, row: 3
[2024-07-11 22:18:54] udpate price: AMIX, row: 3
[2024-07-11 22:18:55] udpate price: SELF, row: 3
[2024-07-11 22:18:56] udpate price: ITRN, row: 3
[2024-07-11 22:18:57] udpate price: SENEA, row: 3
[2024-07-11 22:18:58] udpate price: IGIC, row: 3
[2024-07-11 22:18:59] udpate price: COOT, row: 3
[2024-07-11 22:19:00] udpate price: MCBC, row: 3
[2024-07-11 22:19:00] udpate price: DDI, row: 3
[2024-07-11 22:19:01] udpate price: IAS, row: 3
[2024-07-11 22:19:02] udpate price: DBVT, row: 3
[2024-07-11 22:19:03] udpate price: ZLSWU, row: 3
[2024-07-11 22:19:04] udpate price: SENEB, row: 3
[2024-07-11 22:19:05] udpate price: DGII, row: 3
[2024-07-11 22:19:05] udpate price: AMCX, row: 3
[2024-07-11 22:19:06] udpate price: IRDM, row: 3
[2024-07-11 22:19:07] udpate price: MKTW, row: 3
[2024-07-11 22:19:08] udpate price: GTX, row: 3
[2024-07-11 22:19:09] udpate price: ULTA, row: 3
[2024-07-11 22:19:09] udpate price: NITO, row: 3
[2024-07-11 22:19:10] udpate price: GNLX, row: 3
[2024-07-11 22:19:11] udpate price: CCNE, row: 3
[2024-07-11 22:19:12] udpate price: OMEX, row: 3
[2024-07-11 22:19:13] udpate price: ZM, row: 3
[2024-07-11 22:19:14] udpate price: ERNA, row: 3
[2024-07-11 22:19:15] udpate price: HOFT, row: 3
[2024-07-11 22:19:16] udpate price: ARKO, row: 3
[2024-07-11 22:19:17] udpate price: HSDT, row: 3
[2024-07-11 22:19:18] udpate price: AEHR, row: 3
[2024-07-11 22:19:18] udpate price: EVAX, row: 3
[2024-07-11 22:19:19] udpate price: COST, row: 3
[2024-07-11 22:19:20] udpate price: BWB, row: 3
[2024-07-11 22:19:21] udpate price: OSBC, row: 3
[2024-07-11 22:19:22] udpate price: IDEX, row: 3
[2024-07-11 22:19:23] udpate price: SNES, row: 3
[2024-07-11 22:19:24] udpate price: CMND, row: 3
[2024-07-11 22:19:25] udpate price: ONVO, row: 3
[2024-07-11 22:19:25] udpate price: GOODO, row: 3
[2024-07-11 22:19:26] udpate price: ATLO, row: 3
[2024-07-11 22:19:27] udpate price: ZVSA, row: 3
[2024-07-11 22:19:28] udpate price: CZWI, row: 3
[2024-07-11 22:19:29] udpate price: PPTA, row: 3
[2024-07-11 22:19:30] udpate price: AUID, row: 3
[2024-07-11 22:19:31] udpate price: HURN, row: 3
[2024-07-11 22:19:32] udpate price: KRUS, row: 3
[2024-07-11 22:19:32] udpate price: CTXR, row: 3
[2024-07-11 22:19:33] udpate price: CLMB, row: 3
[2024-07-11 22:19:34] udpate price: OTEX, row: 3
[2024-07-11 22:19:35] udpate price: QLGN, row: 3
[2024-07-11 22:19:35] udpate price: TSRI, row: 0
[2024-07-11 22:19:36] udpate price: USGO, row: 3
[2024-07-11 22:19:37] udpate price: AEAE, row: 3
[2024-07-11 22:19:38] udpate price: GIII, row: 3
[2024-07-11 22:19:39] udpate price: ABTS, row: 3
[2024-07-11 22:19:39] udpate price: REGN, row: 3
[2024-07-11 22:19:40] udpate price: BJDX, row: 3
[2024-07-11 22:19:41] udpate price: SBFG, row: 3
[2024-07-11 22:19:42] udpate price: ASTS, row: 3
[2024-07-11 22:19:43] udpate price: NVMI, row: 3
[2024-07-11 22:19:44] udpate price: MOFG, row: 3
[2024-07-11 22:19:44] udpate price: ACGLO, row: 3
[2024-07-11 22:19:45] udpate price: BENF, row: 3
[2024-07-11 22:19:46] udpate price: AAL, row: 3
[2024-07-11 22:19:47] udpate price: MRSN, row: 3
[2024-07-11 22:19:48] udpate price: PRGS, row: 3
[2024-07-11 22:19:49] udpate price: MVBF, row: 3
[2024-07-11 22:19:50] udpate price: XOMAO, row: 3
[2024-07-11 22:19:51] udpate price: ANAB, row: 3
[2024-07-11 22:19:52] udpate price: AXDX, row: 3
[2024-07-11 22:19:53] udpate price: NKSH, row: 3
[2024-07-11 22:19:54] udpate price: DTI, row: 3
[2024-07-11 22:19:55] udpate price: IPX, row: 3
[2024-07-11 22:19:55] udpate price: GTIM, row: 3
[2024-07-11 22:19:57] udpate price: HBAN, row: 3
[2024-07-11 22:19:57] udpate price: PAYS, row: 3
[2024-07-11 22:19:58] udpate price: CVLY, row: 0
[2024-07-11 22:19:59] udpate price: DMAC, row: 3
[2024-07-11 22:20:00] udpate price: BHAC, row: 3
[2024-07-11 22:20:00] udpate price: PWUPU, row: 3
[2024-07-11 22:20:01] udpate price: CSWC, row: 3
[2024-07-11 22:20:02] udpate price: AROW, row: 3
[2024-07-11 22:20:03] udpate price: CGBD, row: 3
[2024-07-11 22:20:03] udpate price: CETUR, row: 0
[2024-07-11 22:20:04] udpate price: MCAC, row: 3
[2024-07-11 22:20:05] udpate price: OFLX, row: 3
[2024-07-11 22:20:06] udpate price: AVAV, row: 3
[2024-07-11 22:20:07] udpate price: TECTP, row: 3
